	学号		语文	数学	英语	物理	化学	总分
	00000123	78	75	74	76	78	381
	00000124	72	67	83	77	77	376
	00000125	76	79	76	75	73	379
	00000126	79	75	79	74	78	385
	00000127	80	79	77	78	75	389
	00000128	83	79	88	85	73	408
	00000129	70	76	83	73	75	377
	00000130	83	79	78	76	79	395
	00000131	75	77	80	78	76	386
	00000132	74	78	76	70	73	371
	00000133	77	73	79	74	72	375
	00000134	74	71	71	79	78	373
	00000135	70	75	78	81	76	380
	00000136	78	79	86	78	79	400
	00000137	77	76	82	74	80	389
	00000138	68	83	81	85	77	394
	00000139	74	76	78	73	83	384
	00000140	69	72	78	73	80	372
	00000141	78	77	75	77	80	387
	00000142	75	80	80	73	76	384
	00000143	80	79	84	76	73	392
	00000144	78	83	81	84	77	403
	00000145	77	79	82	82	74	394
	00000146	77	71	76	75	75	374
	00000147	83	69	72	77	73	374
	00000148	75	81	74	81	82	393
	00000149	83	82	78	77	75	395
	00000150	81	80	70	77	79	387
	00000151	72	81	77	82	79	391
	00000152	74	78	79	79	78	388
	00000153	79	80	80	72	72	383
	00000154	78	69	72	77	69	365
	00000155	75	78	79	80	78	390
	00000156	80	78	72	79	68	377
	00000157	77	73	76	80	75	381
	00000158	77	68	76	77	84	382
	00000159	76	80	83	70	78	387
	00000160	73	86	85	67	84	395
	00000161	74	67	80	73	72	366
	00000162	76	74	72	80	73	375
	00000163	73	78	80	75	73	379
	00000164	76	79	75	76	74	380
	00000165	80	77	81	78	83	399
	00000166	79	74	77	74	70	374
	00000167	74	76	86	85	75	396
	00000168	76	70	75	71	79	371
	00000169	75	76	78	79	76	384
	00000170	77	73	77	74	70	371
	00000171	76	78	75	72	77	378
	00000172	79	76	77	79	78	389
	00000173	69	87	82	75	76	389
	00000174	80	77	79	78	76	390
	00000175	80	75	74	88	77	394
	00000176	79	75	82	80	71	387
	00000177	76	65	79	72	75	367
	00000178	74	77	71	82	77	381
	00000179	73	72	79	78	76	378
	00000180	79	74	72	85	80	390
	00000181	82	78	84	77	78	399
	00000182	78	79	77	72	82	388
	00000183	78	73	71	75	80	377
	00000184	83	78	79	76	78	394
	00000185	78	74	76	77	74	379
	00000186	76	74	81	73	76	380
	00000187	77	73	73	72	81	376
	00000188	79	65	78	77	73	372
	00000189	77	75	76	80	77	385
	00000190	75	79	71	71	78	374
	00000191	73	81	79	77	82	392
	00000192	77	76	78	83	75	389
	00000193	75	78	74	75	77	379
	00000194	77	80	76	74	78	385
	00000195	83	77	81	78	74	393
	00000196	78	83	77	76	74	388
	00000197	77	74	82	80	77	390
	00000198	82	88	82	78	76	406
	00000199	78	76	75	80	79	388
	00000200	82	78	76	79	83	398
	00000201	77	83	82	68	70	380
	00000202	72	87	76	77	76	388
	00000203	76	79	75	70	77	377
	00000204	76	78	72	75	83	384
	00000205	74	77	76	74	85	386
	00000206	81	76	70	78	76	381
	00000207	75	77	83	85	77	397
	00000208	75	77	76	74	84	386
	00000209	84	74	74	76	77	385
	00000210	78	73	82	74	79	386
	00000211	86	76	80	78	69	389
	00000212	79	66	71	83	76	375
	00000213	74	83	75	84	76	392
	00000214	77	78	75	80	81	391
	00000215	77	77	80	71	79	384
	00000216	72	78	72	74	76	372
	00000217	79	90	82	77	80	408
	00000218	74	72	74	75	76	371
	00000219	87	80	77	75	71	390
	00000220	75	75	80	83	68	381
	00000221	81	78	74	75	78	386
	00000222	82	78	78	73	72	383
	00000223	77	79	80	78	74	388
	00000224	71	77	80	76	83	387
	00000225	80	84	79	73	81	397
	00000226	80	74	72	78	77	381
	00000227	76	75	79	67	76	373
	00000228	73	72	69	81	79	374
	00000229	79	79	73	78	78	387
	00000230	79	78	71	79	77	384
	00000231	78	73	77	74	76	378
	00000232	78	71	81	76	79	385
	00000233	74	71	78	77	85	385
	00000234	78	72	73	72	75	370
	00000235	75	79	76	77	77	384
	00000236	75	76	79	77	75	382
	00000237	75	71	71	81	78	376
	00000238	73	76	83	70	74	376
	00000239	76	84	76	64	77	377
	00000240	73	78	75	79	76	381
	00000241	80	76	74	75	78	383
	00000242	77	75	69	73	75	369
	00000243	75	78	77	77	73	380
	00000244	77	72	76	77	76	378
	00000245	84	73	79	79	77	392
	00000246	77	76	74	78	79	384
	00000247	80	84	80	78	73	395
	00000248	72	78	76	75	83	384
	00000249	77	75	77	75	78	382
	00000250	76	86	76	76	77	391
	00000251	78	77	82	79	76	392
	00000252	78	73	76	77	74	378
	00000253	81	70	83	75	77	386
	00000254	76	87	76	83	71	393
	00000255	77	80	77	80	79	393
	00000256	77	77	71	71	75	371
	00000257	79	71	74	74	76	374
	00000258	75	76	72	75	72	370
	00000259	69	72	78	67	74	360
	00000260	76	75	78	72	71	372
	00000261	75	71	77	75	74	372
	00000262	76	72	78	74	81	381
	00000263	79	81	82	76	76	394
	00000264	73	83	85	79	73	393
	00000265	77	78	77	78	83	393
	00000266	77	77	74	77	76	381
	00000267	77	76	80	76	74	383
	00000268	87	78	73	77	73	388
	00000269	77	82	76	83	76	394
	00000270	78	83	78	79	76	394
	00000271	76	77	80	75	76	384
	00000272	83	76	80	78	73	390
	00000273	74	77	86	70	77	384
	00000274	75	69	79	77	78	378
	00000275	75	77	81	80	87	400
	00000276	74	79	80	72	70	375
	00000277	78	76	79	76	73	382
	00000278	74	78	69	75	73	369
	00000279	72	76	85	81	80	394
	00000280	76	77	66	77	77	373
	00000281	72	71	83	74	77	377
	00000282	76	76	75	83	76	386
	00000283	73	69	75	79	76	372
	00000284	78	84	75	74	80	391
	00000285	79	76	80	78	77	390
	00000286	81	81	81	77	76	396
	00000287	78	80	82	73	81	394
	00000288	76	75	73	70	76	370
	00000289	85	74	78	74	83	394
	00000290	76	79	72	69	72	368
	00000291	78	79	75	81	75	388
	00000292	87	66	81	76	67	377
	00000293	72	75	71	71	78	367
	00000294	81	77	79	79	65	381
	00000295	81	76	76	76	77	386
	00000296	78	86	80	74	79	397
	00000297	73	77	74	77	76	377
	00000298	77	70	80	75	81	383
	00000299	77	76	80	76	77	386
	00000300	82	76	80	79	77	394
	00000301	73	77	78	76	78	382
	00000302	79	75	76	74	77	381
	00000303	75	76	78	78	72	379
	00000304	70	79	79	77	79	384
	00000305	74	74	78	75	75	376
	00000306	73	83	77	69	80	382
	00000307	76	78	74	70	79	377
	00000308	79	82	79	77	80	397
	00000309	65	76	79	76	74	370
	00000310	81	77	78	71	76	383
	00000311	83	77	77	74	76	387
	00000312	70	76	76	75	63	360
	00000313	76	78	78	78	78	388
	00000314	73	68	78	76	75	370
	00000315	76	74	79	75	79	383
	00000316	86	83	76	80	88	413
	00000317	75	76	74	77	71	373
	00000318	73	77	76	74	75	375
	00000319	69	79	78	78	74	378
	00000320	74	77	67	75	78	371
	00000321	72	82	72	80	84	390
	00000322	77	82	77	75	76	387
	00000323	78	86	86	79	82	411
	00000324	74	72	77	75	78	376
	00000325	68	82	77	67	77	371
	00000326	76	81	75	84	77	393
	00000327	79	77	75	88	77	396
	00000328	75	72	74	80	72	373
	00000329	79	76	75	90	81	401
	00000330	79	79	78	78	79	393
	00000331	71	75	73	76	78	373
	00000332	74	74	78	81	75	382
	00000333	75	78	77	74	77	381
	00000334	78	77	77	86	75	393
	00000335	75	70	80	76	83	384
	00000336	78	77	88	77	78	398
	00000337	81	79	72	80	76	388
	00000338	83	75	79	69	74	380
	00000339	82	76	69	78	78	383
	00000340	68	82	75	75	83	383
	00000341	78	75	76	74	78	381
	00000342	77	74	76	77	74	378
	00000343	79	78	78	79	76	390
	00000344	80	81	75	72	76	384
	00000345	79	71	79	74	84	387
	00000346	77	72	77	71	78	375
	00000347	76	80	70	68	82	376
	00000348	77	75	86	73	79	390
	00000349	75	77	77	78	76	383
	00000350	75	70	79	78	74	376
	00000351	78	73	70	65	77	363
	00000352	75	71	76	78	75	375
	00000353	76	77	81	76	77	387
	00000354	78	78	76	81	77	390
	00000355	72	75	75	78	81	381
	00000356	71	67	74	79	75	366
	00000357	78	80	73	77	74	382
	00000358	78	84	73	80	74	389
	00000359	72	76	83	72	69	372
	00000360	82	74	76	78	80	390
	00000361	70	79	72	68	85	374
	00000362	79	75	74	78	77	383
	00000363	80	74	75	81	80	390
	00000364	78	77	72	78	82	387
	00000365	68	73	75	79	76	371
	00000366	72	76	78	73	71	370
	00000367	75	79	80	75	83	392
	00000368	73	81	71	76	80	381
	00000369	82	84	82	74	73	395
	00000370	74	78	70	81	75	378
	00000371	73	70	68	81	80	372
	00000372	77	74	75	91	78	395
	00000373	84	72	74	83	76	389
	00000374	82	76	75	75	77	385
	00000375	79	74	78	77	76	384
	00000376	72	80	79	76	79	386
	00000377	77	72	76	75	81	381
	00000378	74	70	78	69	75	366
	00000379	83	81	84	74	75	397
	00000380	78	77	87	76	82	400
	00000381	77	76	68	78	77	376
	00000382	73	77	75	64	75	364
	00000383	71	70	74	79	81	375
	00000384	67	81	76	83	83	390
	00000385	76	77	78	75	83	389
	00000386	83	72	77	75	68	375
	00000387	84	79	83	71	80	397
	00000388	78	75	76	77	81	387
	00000389	76	69	75	76	68	364
	00000390	74	76	72	80	75	377
	00000391	78	78	77	76	77	386
	00000392	73	77	78	78	76	382
	00000393	80	80	78	86	68	392
	00000394	72	75	75	76	77	375
	00000395	71	84	72	83	79	389
	00000396	79	74	77	78	77	385
	00000397	80	73	79	77	82	391
	00000398	74	75	86	66	70	371
	00000399	77	75	72	76	75	375
	00000400	83	77	75	76	83	394
	00000401	76	77	77	79	74	383
	00000402	78	79	77	79	76	389
	00000403	77	80	84	80	72	393
	00000404	70	73	77	85	78	383
	00000405	79	76	76	79	73	383
	00000406	80	73	81	66	77	377
	00000407	79	70	74	73	81	377
	00000408	85	74	77	75	77	388
	00000409	79	84	77	76	75	391
	00000410	76	72	72	80	84	384
	00000411	77	81	73	74	74	379
	00000412	79	75	73	79	77	383
	00000413	73	77	75	77	74	376
	00000414	77	79	82	72	79	389
	00000415	78	71	77	76	71	373
	00000416	77	75	73	79	76	380
	00000417	80	86	68	79	73	386
	00000418	78	70	79	77	76	380
	00000419	75	81	78	72	78	384
	00000420	78	75	76	76	70	375
	00000421	78	77	74	79	76	384
	00000422	79	81	74	77	79	390
	00000423	77	79	78	79	79	392
	00000424	77	73	74	75	79	378
	00000425	81	72	77	75	69	374
	00000426	80	83	74	72	78	387
	00000427	77	72	76	77	79	381
	00000428	76	78	79	76	80	389
	00000429	78	74	72	82	78	384
	00000430	75	75	73	84	78	385
	00000431	68	76	71	83	76	374
	00000432	73	79	78	76	73	379
	00000433	78	75	78	68	75	374
	00000434	71	74	77	72	73	367
	00000435	74	71	69	83	77	374
	00000436	75	70	78	71	76	370
	00000437	78	76	77	75	80	386
	00000438	79	76	77	78	73	383
	00000439	74	72	74	79	76	375
	00000440	74	76	80	74	71	375
	00000441	69	73	76	78	76	372
	00000442	86	76	76	74	75	387
	00000443	76	87	79	78	71	391
	00000444	69	78	72	78	78	375
	00000445	75	76	72	71	75	369
	00000446	69	78	72	75	72	366
	00000447	69	75	78	80	81	383
	00000448	76	75	79	76	76	382
	00000449	84	80	80	78	78	400
	00000450	76	80	71	77	79	383
	00000451	74	85	81	80	82	402
	00000452	69	79	81	74	80	383
	00000453	77	74	84	73	79	387
	00000454	87	78	76	80	83	404
	00000455	75	81	82	77	79	394
	00000456	74	80	77	78	75	384
	00000457	78	77	80	81	68	384
	00000458	71	81	79	74	73	378
	00000459	73	75	76	82	79	385
	00000460	73	75	69	77	82	376
	00000461	73	76	72	76	82	379
	00000462	76	67	71	81	70	365
	00000463	71	75	79	77	78	380
	00000464	79	75	74	64	75	367
	00000465	72	75	68	77	77	369
	00000466	78	83	75	75	71	382
	00000467	77	77	78	73	77	382
	00000468	79	80	78	84	81	402
	00000469	78	81	73	78	79	389
	00000470	68	71	79	69	74	361
	00000471	80	77	75	66	74	372
	00000472	75	77	76	73	81	382
	00000473	82	84	78	79	77	400
	00000474	79	82	71	77	74	383
	00000475	74	77	77	81	78	387
	00000476	78	69	77	74	76	374
	00000477	81	74	79	74	70	378
	00000478	79	75	76	76	75	381
	00000479	80	73	84	74	80	391
	00000480	78	79	69	72	76	374
	00000481	70	77	73	77	78	375
	00000482	76	77	79	76	80	388
	00000483	74	75	79	73	76	377
	00000484	76	74	72	68	80	370
	00000485	82	76	75	78	77	388
	00000486	83	71	80	75	70	379
	00000487	74	71	69	73	74	361
	00000488	81	72	85	71	73	382
	00000489	76	78	77	79	79	389
	00000490	78	81	73	75	72	379
	00000491	73	74	79	74	74	374
	00000492	70	79	71	76	75	371
	00000493	76	79	76	79	76	386
	00000494	80	76	75	71	78	380
	00000495	74	75	78	77	78	382
	00000496	83	76	64	77	78	378
	00000497	74	79	76	74	79	382
	00000498	76	77	75	82	74	384
	00000499	70	77	75	76	82	380
	00000500	80	79	79	81	72	391
	00000501	74	76	82	81	75	388
	00000502	78	74	79	65	71	367
	00000503	79	75	79	82	77	392
	00000504	68	80	76	71	76	371
	00000505	76	78	75	80	76	385
	00000506	71	78	74	77	79	379
	00000507	67	80	73	80	71	371
	00000508	76	86	77	83	73	395
	00000509	73	73	75	75	77	373
	00000510	75	80	82	77	70	384
	00000511	83	72	80	78	81	394
	00000512	77	79	75	78	79	388
	00000513	77	84	74	76	79	390
	00000514	82	76	74	76	76	384
	00000515	78	81	77	74	78	388
	00000516	68	76	76	78	75	373
	00000517	72	81	73	76	77	379
	00000518	77	81	70	74	78	380
	00000519	78	79	77	77	79	390
	00000520	80	80	75	82	79	396
	00000521	80	78	76	82	77	393
	00000522	76	88	80	75	69	388
	00000523	75	78	77	81	72	383
	00000524	71	76	76	75	74	372
	00000525	77	80	79	78	84	398
	00000526	65	77	82	75	72	371
	00000527	73	71	84	77	80	385
	00000528	72	82	76	76	74	380
	00000529	77	77	74	78	71	377
	00000530	81	78	72	86	83	400
	00000531	77	75	77	76	82	387
	00000532	83	81	80	69	76	389
	00000533	76	78	75	76	81	386
	00000534	78	82	73	81	76	390
	00000535	76	76	79	76	76	383
	00000536	74	74	77	76	88	389
	00000537	87	82	87	78	80	414
	00000538	74	78	72	77	71	372
	00000539	76	83	73	81	78	391
	00000540	73	78	78	78	78	385
	00000541	73	72	78	73	73	369
	00000542	79	77	77	72	77	382
	00000543	71	75	78	88	76	388
	00000544	75	79	78	81	83	396
	00000545	79	68	78	81	76	382
	00000546	80	84	72	82	70	388
	00000547	75	76	81	79	70	381
	00000548	82	74	77	82	79	394
	00000549	78	76	80	69	76	379
	00000550	75	75	74	75	83	382
	00000551	74	76	81	70	70	371
	00000552	79	75	75	70	75	374
	00000553	80	80	75	74	82	391
	00000554	80	71	86	71	80	388
	00000555	74	76	79	74	76	379
	00000556	74	76	78	77	78	383
	00000557	79	73	76	81	80	389
	00000558	78	76	69	79	75	377
	00000559	76	78	76	78	76	384
	00000560	76	74	71	73	76	370
	00000561	78	77	81	73	79	388
	00000562	76	70	80	78	81	385
	00000563	77	81	72	68	76	374
	00000564	76	82	77	76	81	392
	00000565	74	74	81	75	76	380
	00000566	75	83	75	67	66	366
	00000567	80	86	78	73	76	393
	00000568	82	77	77	73	75	384
	00000569	80	82	79	76	76	393
	00000570	80	73	75	81	68	377
	00000571	77	74	73	75	76	375
	00000572	73	75	78	80	70	376
	00000573	79	80	77	78	74	388
	00000574	76	83	75	78	76	388
	00000575	81	82	71	78	75	387
	00000576	79	73	77	76	76	381
	00000577	79	79	73	77	86	394
	00000578	77	80	75	71	75	378
	00000579	76	75	75	72	69	367
	00000580	75	76	75	77	76	379
	00000581	71	79	82	77	76	385
	00000582	74	74	73	77	73	371
	00000583	79	79	85	70	80	393
	00000584	72	76	75	65	77	365
	00000585	75	73	77	74	73	372
	00000586	72	76	79	79	74	380
	00000587	76	72	78	78	77	381
	00000588	80	77	83	75	76	391
	00000589	83	78	77	85	82	405
	00000590	74	75	78	86	75	388
	00000591	75	75	79	66	76	371
	00000592	76	76	75	69	74	370
	00000593	72	75	77	78	80	382
	00000594	85	76	78	77	76	392
	00000595	75	75	76	68	79	373
	00000596	79	79	83	75	73	389
	00000597	75	75	71	73	74	368
	00000598	82	80	77	74	64	377
	00000599	79	79	77	76	78	389
	00000600	73	82	77	76	75	383
	00000601	69	76	75	76	75	371
	00000602	76	77	79	70	79	381
	00000603	79	75	81	74	76	385
	00000604	80	77	81	79	75	392
	00000605	75	73	75	94	75	392
	00000606	70	76	76	76	74	372
	00000607	69	70	77	78	75	369
	00000608	71	70	79	67	73	360
	00000609	72	76	77	73	75	373
	00000610	75	79	78	77	77	386
	00000611	75	82	76	75	77	385
	00000612	73	75	84	79	72	383
	00000613	78	74	66	76	78	372
	00000614	78	77	74	78	74	381
	00000615	76	70	76	80	73	375
	00000616	76	78	82	82	76	394
	00000617	76	74	73	74	69	366
	00000618	86	77	76	78	75	392
	00000619	76	74	71	77	85	383
	00000620	73	79	75	76	78	381
	00000621	74	79	75	73	78	379
	00000622	66	77	74	76	78	371
	00000623	78	82	75	70	78	383
	00000624	78	82	73	76	83	392
	00000625	78	77	69	75	79	378
	00000626	77	78	77	78	74	384
	00000627	80	80	78	74	82	394
	00000628	74	72	74	79	72	371
	00000629	78	78	77	71	79	383
	00000630	77	77	78	84	75	391
	00000631	75	78	75	75	76	379
	00000632	82	76	70	74	78	380
	00000633	75	73	74	82	77	381
	00000634	74	75	76	77	73	375
	00000635	73	78	76	76	80	383
	00000636	77	78	80	81	78	394
	00000637	76	75	78	68	77	374
	00000638	83	73	80	78	76	390
	00000639	77	77	72	69	87	382
	00000640	73	89	78	79	74	393
	00000641	78	77	75	75	77	382
	00000642	80	81	74	78	79	392
	00000643	78	82	78	73	80	391
	00000644	75	77	78	77	75	382
	00000645	79	75	83	80	75	392
	00000646	77	78	83	87	80	405
	00000647	78	80	73	78	79	388
	00000648	78	71	80	75	75	379
	00000649	74	80	77	67	74	372
	00000650	77	70	80	74	80	381
	00000651	85	77	84	76	77	399
	00000652	77	73	81	81	76	388
	00000653	78	60	77	73	75	363
	00000654	76	78	85	71	72	382
	00000655	78	84	79	74	73	388
	00000656	86	75	78	74	72	385
	00000657	75	81	78	76	70	380
	00000658	86	78	77	81	77	399
	00000659	75	75	74	76	77	377
	00000660	76	69	67	73	76	361
	00000661	75	69	81	78	84	387
	00000662	78	80	73	75	76	382
	00000663	74	88	72	72	79	385
	00000664	77	75	78	79	79	388
	00000665	77	74	78	74	75	378
	00000666	77	74	75	78	79	383
	00000667	74	79	83	70	83	389
	00000668	78	82	76	80	79	395
	00000669	84	71	74	74	77	380
	00000670	70	76	78	74	83	381
	00000671	76	70	76	78	82	382
	00000672	78	75	75	74	78	380
	00000673	79	78	71	81	83	392
	00000674	75	62	73	77	80	367
	00000675	81	78	71	82	72	384
	00000676	77	70	73	80	79	379
	00000677	74	73	78	79	77	381
	00000678	72	79	79	74	78	382
	00000679	67	74	73	82	77	373
	00000680	76	77	79	75	78	385
	00000681	71	77	77	81	79	385
	00000682	68	80	78	72	78	376
	00000683	75	78	71	84	81	389
	00000684	74	82	79	79	82	396
	00000685	77	76	76	79	81	389
	00000686	68	78	79	68	77	370
	00000687	77	78	71	76	77	379
	00000688	70	77	80	80	79	386
	00000689	77	79	75	72	82	385
	00000690	77	77	81	75	78	388
	00000691	75	79	81	75	78	388
	00000692	73	77	78	82	73	383
	00000693	78	77	72	76	77	380
	00000694	78	76	80	69	79	382
	00000695	87	74	76	81	81	399
	00000696	76	76	74	76	71	373
	00000697	75	80	73	73	78	379
	00000698	84	72	82	74	75	387
	00000699	75	76	73	69	79	372
	00000700	76	85	74	76	73	384
	00000701	75	77	75	79	72	378
	00000702	81	75	73	79	76	384
	00000703	72	73	79	85	79	388
	00000704	81	75	77	75	78	386
	00000705	75	75	74	77	77	378
	00000706	75	69	82	78	76	380
	00000707	78	72	78	78	74	380
	00000708	77	82	78	71	73	381
	00000709	76	75	67	83	77	378
	00000710	70	83	77	77	78	385
	00000711	82	74	76	79	85	396
	00000712	85	84	75	79	79	402
	00000713	76	77	73	76	67	369
	00000714	77	78	80	87	77	399
	00000715	74	80	73	73	75	375
	00000716	79	77	77	79	83	395
	00000717	69	86	73	83	76	387
	00000718	79	86	71	76	76	388
	00000719	81	77	73	76	74	381
	00000720	77	76	84	76	72	385
	00000721	73	69	81	65	77	365
	00000722	75	88	75	74	79	391
	00000723	80	76	73	81	78	388
	00000724	75	78	75	75	77	380
	00000725	73	75	76	75	75	374
	00000726	75	75	71	76	73	370
	00000727	77	72	80	70	69	368
	00000728	75	74	74	71	76	370
	00000729	75	78	80	80	78	391
	00000730	77	83	72	75	79	386
	00000731	77	77	78	79	84	395
	00000732	67	84	75	82	70	378
	00000733	78	83	76	73	78	388
	00000734	75	75	79	76	78	383
	00000735	75	76	87	70	84	392
	00000736	77	79	71	71	82	380
	00000737	79	76	77	81	79	392
	00000738	77	81	75	72	68	373
	00000739	79	76	77	78	76	386
	00000740	81	77	72	77	75	382
	00000741	77	78	76	78	75	384
	00000742	79	71	77	76	75	378
	00000743	79	77	72	78	73	379
	00000744	82	74	76	75	74	381
	00000745	79	76	70	73	75	373
	00000746	82	76	72	77	75	382
	00000747	76	68	73	76	74	367
	00000748	79	76	78	79	72	384
	00000749	77	77	75	71	72	372
	00000750	64	81	77	72	77	371
	00000751	75	75	79	82	78	389
	00000752	75	74	67	77	75	368
	00000753	74	67	76	74	76	367
	00000754	72	77	71	79	85	384
	00000755	78	71	77	76	82	384
	00000756	74	74	79	73	78	378
	00000757	78	81	78	69	69	375
	00000758	80	74	82	81	76	393
	00000759	76	73	80	76	70	375
	00000760	73	80	75	76	78	382
	00000761	72	79	83	77	74	385
	00000762	77	82	62	72	71	364
	00000763	75	78	62	78	76	369
	00000764	81	78	78	83	80	400
	00000765	71	80	73	81	73	378
	00000766	77	80	71	73	76	377
	00000767	78	77	69	76	82	382
	00000768	76	76	73	77	74	376
	00000769	79	80	78	77	69	383
	00000770	74	82	87	76	78	397
	00000771	73	74	73	77	77	374
	00000772	76	73	77	75	77	378
	00000773	76	72	75	75	77	375
	00000774	77	80	82	77	81	397
	00000775	82	73	80	75	83	393
	00000776	78	76	80	77	76	387
	00000777	74	79	84	79	75	391
	00000778	76	78	79	78	74	385
	00000779	79	72	80	77	77	385
	00000780	78	72	79	71	81	381
	00000781	79	66	74	74	72	365
	00000782	73	76	76	82	72	379
	00000783	87	76	72	80	82	397
	00000784	81	78	86	75	80	400
	00000785	81	79	77	77	74	388
	00000786	77	75	77	79	80	388
	00000787	80	75	78	75	81	389
	00000788	74	76	78	74	75	377
	00000789	77	78	78	85	75	393
	00000790	75	72	71	76	71	365
	00000791	77	81	78	73	67	376
	00000792	77	75	75	74	78	379
	00000793	74	74	64	69	75	356
	00000794	77	75	77	70	73	372
	00000795	84	70	72	75	69	370
	00000796	87	70	78	74	81	390
	00000797	70	72	80	81	76	379
	00000798	75	82	77	74	81	389
	00000799	78	74	70	77	78	377
	00000800	70	74	69	77	77	367
	00000801	75	76	75	77	77	380
	00000802	75	78	72	79	77	381
	00000803	76	85	78	78	77	394
	00000804	76	72	80	78	82	388
	00000805	75	77	76	75	81	384
	00000806	77	74	79	78	73	381
	00000807	75	76	78	75	69	373
	00000808	80	85	79	74	77	395
	00000809	75	77	78	76	81	387
	00000810	74	70	78	79	79	380
	00000811	77	73	83	71	81	385
	00000812	72	79	76	71	75	373
	00000813	83	81	73	70	74	381
	00000814	73	76	77	79	81	386
	00000815	73	75	78	84	76	386
	00000816	76	78	81	79	75	389
	00000817	81	76	69	76	77	379
	00000818	79	74	81	72	75	381
	00000819	78	78	74	77	81	388
	00000820	76	74	77	77	74	378
