	学号		语文	数学	英语	物理	化学	总分
	00000275	71	72	79	79	78	379
	00000276	79	78	72	79	78	386
	00000277	77	78	74	79	76	384
	00000278	75	78	78	82	76	389
	00000279	79	77	81	74	81	392
	00000280	77	73	79	76	78	383
	00000281	74	75	79	70	77	375
	00000282	79	74	78	79	74	384
	00000283	80	69	68	78	78	373
	00000284	78	76	78	76	83	391
	00000285	78	75	85	73	82	393
	00000286	80	67	80	81	72	380
	00000287	84	82	77	74	77	394
	00000288	83	73	78	79	80	393
	00000289	76	78	79	81	76	390
	00000290	82	83	76	73	76	390
	00000291	76	77	80	77	70	380
	00000292	75	76	75	78	78	382
	00000293	82	75	82	82	75	396
	00000294	75	78	82	78	79	392
	00000295	77	76	78	80	68	379
	00000296	81	74	71	77	78	381
	00000297	73	78	75	77	73	376
	00000298	76	78	85	74	75	388
	00000299	78	81	71	75	70	375
	00000300	72	83	75	77	75	382
	00000301	78	74	79	79	84	394
	00000302	77	69	83	77	81	387
	00000303	75	73	71	77	72	368
	00000304	76	77	70	76	80	379
	00000305	75	78	77	80	78	388
	00000306	74	83	75	80	74	386
	00000307	75	78	77	73	77	380
	00000308	72	83	78	67	78	378
	00000309	79	76	75	75	76	381
	00000310	75	75	72	73	71	366
	00000311	80	77	75	78	77	387
	00000312	78	76	72	84	83	393
	00000313	76	77	79	76	74	382
	00000314	74	74	78	77	76	379
	00000315	74	77	68	74	76	369
	00000316	74	70	77	68	70	359
	00000317	75	74	77	78	74	378
	00000318	76	88	72	75	77	388
	00000319	76	73	65	77	84	375
	00000320	76	73	71	68	73	361
	00000321	75	69	74	73	83	374
	00000322	72	73	78	79	70	372
	00000323	76	76	72	75	79	378
	00000324	72	75	81	73	80	381
	00000325	78	67	77	75	82	379
	00000326	77	72	79	71	81	380
	00000327	79	78	77	76	78	388
	00000328	76	73	74	76	90	389
	00000329	76	80	81	79	84	400
	00000330	74	73	76	71	83	377
	00000331	77	79	77	77	80	390
	00000332	74	78	79	77	75	383
	00000333	80	81	75	79	83	398
	00000334	73	76	75	79	67	370
	00000335	76	73	77	71	73	370
	00000336	74	75	73	76	76	374
	00000337	72	85	79	86	75	397
	00000338	81	81	71	76	74	383
	00000339	84	74	75	76	76	385
	00000340	79	78	77	75	76	385
	00000341	80	76	75	77	79	387
	00000342	76	77	69	78	80	380
	00000343	66	75	76	75	77	369
	00000344	89	73	77	75	77	391
	00000345	79	76	72	82	76	385
	00000346	75	76	82	72	76	381
	00000347	81	77	79	81	78	396
	00000348	70	70	74	77	73	364
	00000349	74	77	70	75	76	372
	00000350	80	75	78	73	76	382
	00000351	70	78	68	76	78	370
	00000352	78	74	80	78	83	393
	00000353	89	79	80	74	86	408
	00000354	65	71	78	75	78	367
	00000355	76	78	79	71	76	380
	00000356	83	74	77	77	80	391
	00000357	76	74	72	74	73	369
	00000358	61	74	78	75	65	353
	00000359	67	76	73	72	73	361
	00000360	75	77	84	76	68	380
	00000361	77	79	65	76	71	368
	00000362	88	78	75	78	78	397
	00000363	63	71	81	74	77	366
	00000364	74	77	77	69	78	375
	00000365	70	77	81	80	80	388
	00000366	74	77	71	79	73	374
	00000367	70	79	71	76	77	373
	00000368	79	76	78	80	76	389
	00000369	71	74	75	80	73	373
	00000370	80	75	76	76	77	384
	00000371	76	73	76	76	76	377
	00000372	78	84	78	81	71	392
	00000373	73	72	78	69	76	368
	00000374	78	74	76	75	74	377
	00000375	76	74	77	75	74	376
	00000376	76	81	75	81	76	389
	00000377	78	73	77	76	80	384
	00000378	77	83	76	73	72	381
	00000379	76	72	76	83	76	383
	00000380	76	76	80	70	78	380
	00000381	82	73	77	75	79	386
	00000382	77	75	71	80	75	378
	00000383	73	78	80	72	76	379
	00000384	75	77	75	73	72	372
	00000385	76	73	75	72	75	371
	00000386	74	78	78	80	79	389
	00000387	76	74	79	75	76	380
	00000388	79	78	79	79	75	390
	00000389	83	78	80	80	79	400
	00000390	78	83	77	76	73	387
	00000391	77	79	78	77	72	383
	00000392	76	72	73	80	78	379
	00000393	73	76	75	80	78	382
	00000394	79	80	71	71	75	376
	00000395	77	75	71	75	74	372
	00000396	77	78	77	76	78	386
	00000397	79	72	82	74	74	381
	00000398	71	75	75	83	73	377
	00000399	81	67	74	85	76	383
	00000400	77	69	75	76	75	372
	00000401	77	77	75	82	72	383
	00000402	75	73	75	75	81	379
	00000403	72	78	78	74	77	379
	00000404	74	81	79	83	69	386
	00000405	77	77	77	78	77	386
	00000406	79	77	72	71	76	375
	00000407	75	77	73	82	79	386
	00000408	83	80	78	78	74	393
	00000409	92	77	82	75	81	407
	00000410	75	77	77	74	73	376
	00000411	69	79	68	72	79	367
	00000412	80	81	77	67	75	380
	00000413	80	75	77	78	83	393
	00000414	70	71	77	82	73	373
	00000415	74	79	81	77	81	392
	00000416	73	78	73	79	76	379
	00000417	76	71	76	79	72	374
	00000418	74	76	74	76	84	384
	00000419	69	81	74	82	73	379
	00000420	71	78	86	76	71	382
	00000421	74	76	74	75	71	370
	00000422	76	74	76	75	73	374
	00000423	73	71	71	75	73	363
	00000424	66	77	78	78	81	380
	00000425	80	76	72	74	75	377
	00000426	76	80	76	77	77	386
	00000427	79	77	72	72	76	376
	00000428	75	76	77	78	76	382
	00000429	80	78	83	71	77	389
	00000430	76	74	76	80	79	385
	00000431	76	87	75	76	78	392
	00000432	75	81	76	75	71	378
	00000433	80	72	79	76	76	383
	00000434	76	80	78	75	76	385
	00000435	75	76	76	78	71	376
	00000436	77	69	75	79	78	378
	00000437	77	84	78	80	77	396
	00000438	77	74	80	76	76	383
	00000439	78	77	71	70	75	371
	00000440	72	81	78	77	73	381
	00000441	77	77	73	79	78	384
	00000442	78	78	74	72	80	382
	00000443	76	78	77	78	79	388
	00000444	67	77	77	81	73	375
	00000445	82	76	75	74	74	381
	00000446	76	73	75	75	77	376
	00000447	76	77	82	80	78	393
	00000448	74	74	78	75	73	374
	00000449	76	77	70	78	77	378
	00000450	77	74	81	76	75	383
	00000451	70	75	82	71	77	375
	00000452	64	67	75	81	77	364
	00000453	72	74	77	68	77	368
	00000454	79	78	76	78	77	388
	00000455	79	73	78	79	77	386
	00000456	77	75	83	66	72	373
	00000457	78	74	81	79	76	388
	00000458	75	77	76	79	76	383
	00000459	75	79	76	74	75	379
	00000460	75	80	73	79	77	384
	00000461	75	79	76	73	88	391
	00000462	76	79	78	78	77	388
	00000463	76	73	79	78	76	382
	00000464	73	76	76	79	81	385
	00000465	77	73	78	73	75	376
	00000466	68	82	69	76	73	368
	00000467	84	81	78	72	78	393
	00000468	79	74	82	90	74	399
	00000469	77	67	74	71	69	358
	00000470	73	82	81	74	72	382
	00000471	76	78	79	83	78	394
	00000472	76	77	72	78	77	380
	00000473	78	77	73	72	76	376
	00000474	74	73	75	73	82	377
	00000475	77	77	74	73	73	374
	00000476	75	72	75	74	76	372
	00000477	90	78	68	75	78	389
	00000478	80	75	74	79	70	378
	00000479	79	78	74	77	73	381
	00000480	70	74	78	81	75	378
	00000481	76	74	77	79	79	385
	00000482	81	76	79	72	80	388
	00000483	75	73	78	78	74	378
	00000484	82	80	77	77	76	392
	00000485	80	77	76	65	73	371
	00000486	82	71	76	75	76	380
	00000487	74	77	75	88	79	393
	00000488	69	72	80	81	78	380
	00000489	78	77	78	71	78	382
	00000490	76	84	73	73	69	375
	00000491	75	79	74	82	80	390
	00000492	72	71	78	77	77	375
	00000493	75	76	76	77	87	391
	00000494	75	76	72	77	76	376
	00000495	71	72	79	77	69	368
	00000496	77	74	75	81	76	383
	00000497	75	77	78	74	84	388
	00000498	73	84	76	79	71	383
	00000499	78	83	74	73	74	382
	00000500	75	79	73	78	79	384
	00000501	74	77	76	77	73	377
	00000502	82	80	78	76	77	393
	00000503	75	76	78	83	71	383
	00000504	77	72	70	78	78	375
	00000505	74	80	68	77	75	374
	00000506	84	75	78	75	78	390
	00000507	79	77	86	80	83	405
	00000508	75	69	78	79	83	384
	00000509	70	77	73	77	73	370
	00000510	78	75	65	82	69	369
	00000511	80	74	72	81	72	379
	00000512	77	79	78	78	78	390
	00000513	79	70	73	74	72	368
	00000514	76	75	75	75	78	379
	00000515	88	78	85	76	76	403
	00000516	72	76	71	75	72	366
	00000517	77	84	76	78	73	388
	00000518	77	77	78	71	78	381
	00000519	68	71	75	68	81	363
	00000520	75	74	77	80	89	395
	00000521	76	76	71	80	76	379
	00000522	81	81	76	76	75	389
	00000523	78	76	78	81	75	388
	00000524	71	80	71	87	76	385
	00000525	74	74	77	81	81	387
	00000526	83	81	76	81	74	395
	00000527	82	75	77	80	72	386
	00000528	85	79	82	76	77	399
	00000529	80	78	76	76	73	383
	00000530	76	76	82	73	79	386
	00000531	77	76	77	81	81	392
	00000532	72	86	73	80	75	386
	00000533	73	77	76	69	72	367
	00000534	75	78	68	75	79	375
	00000535	75	74	75	78	75	377
	00000536	78	75	77	72	78	380
	00000537	77	81	76	77	70	381
	00000538	77	81	76	77	76	387
	00000539	77	76	81	77	75	386
	00000540	74	71	73	79	67	364
	00000541	72	79	78	75	76	380
	00000542	78	84	83	77	76	398
	00000543	73	79	77	77	72	378
	00000544	81	87	82	72	78	400
	00000545	77	76	77	73	75	378
	00000546	80	75	74	82	74	385
	00000547	82	79	78	76	76	391
	00000548	71	71	82	70	75	369
	00000549	79	77	72	78	74	380
	00000550	77	74	89	78	78	396
	00000551	74	69	79	74	78	374
	00000552	76	75	79	78	75	383
	00000553	72	73	87	74	83	389
	00000554	76	75	80	77	85	393
	00000555	76	75	77	73	77	378
	00000556	74	77	73	79	78	381
	00000557	74	78	74	75	73	374
	00000558	75	76	78	69	74	372
	00000559	78	78	80	75	86	397
	00000560	77	80	73	72	87	389
	00000561	68	77	78	79	74	376
	00000562	82	77	73	72	80	384
	00000563	67	79	85	77	75	383
	00000564	77	85	77	81	75	395
	00000565	85	83	75	75	79	397
	00000566	77	74	76	68	81	376
	00000567	78	74	79	75	83	389
	00000568	79	71	74	75	73	372
	00000569	78	78	77	78	76	387
	00000570	74	76	79	79	73	381
	00000571	83	75	70	72	75	375
	00000572	81	71	91	80	78	401
	00000573	78	80	73	74	76	381
	00000574	72	84	73	77	74	380
	00000575	74	72	79	77	69	371
	00000576	76	71	74	76	77	374
	00000577	77	81	72	77	77	384
	00000578	77	75	78	80	63	373
	00000579	82	82	78	78	74	394
	00000580	72	78	76	77	76	379
	00000581	77	73	79	77	84	390
	00000582	73	76	61	74	78	362
	00000583	77	75	76	73	73	374
	00000584	77	78	75	71	77	378
	00000585	80	77	78	80	69	384
	00000586	76	76	69	79	75	375
	00000587	75	76	78	75	76	380
	00000588	83	77	78	77	77	392
	00000589	77	79	79	75	66	376
	00000590	77	77	78	75	82	389
	00000591	81	77	79	76	69	382
	00000592	77	76	78	79	76	386
	00000593	71	75	83	73	76	378
	00000594	66	75	79	71	79	370
	00000595	77	76	77	76	70	376
	00000596	77	81	80	75	75	388
	00000597	77	75	75	71	77	375
	00000598	77	78	70	77	78	380
	00000599	79	76	77	78	76	386
	00000600	75	77	74	76	74	376
	00000601	81	70	82	79	76	388
	00000602	80	79	73	75	74	381
	00000603	79	73	74	77	79	382
	00000604	72	73	88	76	80	389
	00000605	78	76	82	64	72	372
	00000606	73	75	71	80	72	371
	00000607	75	76	74	81	82	388
	00000608	76	73	82	77	78	386
	00000609	80	68	79	75	77	379
	00000610	76	79	82	76	78	391
	00000611	75	72	76	68	75	366
	00000612	79	76	77	77	73	382
	00000613	77	80	77	78	81	393
	00000614	77	79	75	77	81	389
	00000615	72	66	75	74	82	369
	00000616	80	82	72	80	77	391
	00000617	85	68	83	85	77	398
	00000618	75	71	76	81	77	380
	00000619	87	73	75	76	80	391
	00000620	72	75	75	78	74	374
	00000621	72	75	76	80	78	381
	00000622	74	79	83	77	78	391
	00000623	82	80	68	71	75	376
	00000624	78	73	77	84	80	392
	00000625	78	78	77	75	68	376
	00000626	77	82	75	71	77	382
	00000627	75	81	73	74	75	378
	00000628	80	69	78	72	75	374
	00000629	83	74	75	74	73	379
	00000630	77	78	68	69	67	359
	00000631	78	87	74	74	73	386
	00000632	79	74	76	76	76	381
	00000633	76	82	78	83	83	402
	00000634	67	77	75	81	83	383
	00000635	80	77	75	76	75	383
	00000636	76	87	74	80	72	389
	00000637	79	67	74	77	78	375
	00000638	74	76	79	80	77	386
	00000639	85	81	77	79	83	405
	00000640	76	75	75	79	81	386
	00000641	83	75	81	72	78	389
	00000642	80	78	77	81	80	396
	00000643	82	70	78	75	80	385
	00000644	77	71	78	68	67	361
	00000645	78	73	76	74	78	379
	00000646	77	74	73	74	76	374
	00000647	83	81	72	75	79	390
	00000648	78	76	81	86	70	391
	00000649	75	83	75	77	77	387
	00000650	78	71	75	80	77	381
	00000651	83	75	77	81	78	394
	00000652	71	78	79	74	75	377
	00000653	80	69	76	79	84	388
	00000654	79	78	75	81	75	388
	00000655	75	80	72	72	85	384
	00000656	77	82	69	77	79	384
	00000657	74	82	71	81	81	389
	00000658	77	70	77	77	78	379
	00000659	78	72	84	88	70	392
	00000660	85	80	83	84	79	411
	00000661	76	76	79	77	75	383
	00000662	76	84	81	79	82	402
	00000663	70	74	78	73	73	368
	00000664	77	75	76	77	80	385
	00000665	78	81	77	70	75	381
	00000666	72	77	74	76	74	373
	00000667	82	78	74	73	71	378
	00000668	76	78	76	77	76	383
	00000669	81	78	77	76	76	388
	00000670	77	76	81	74	76	384
	00000671	81	79	78	80	74	392
	00000672	77	79	78	71	76	381
	00000673	74	75	71	69	74	363
	00000674	85	67	80	75	76	383
	00000675	75	78	81	76	75	385
	00000676	75	81	78	69	77	380
	00000677	76	77	75	76	76	380
	00000678	86	76	79	67	75	383
	00000679	78	75	78	76	78	385
	00000680	85	76	70	80	77	388
	00000681	82	84	75	80	80	401
	00000682	73	79	78	80	88	398
	00000683	78	78	79	73	75	383
	00000684	75	77	90	77	79	398
	00000685	76	71	81	73	79	380
	00000686	77	68	77	76	77	375
	00000687	79	79	76	80	77	391
	00000688	72	81	84	81	76	394
	00000689	80	70	75	74	80	379
	00000690	80	79	76	75	81	391
	00000691	76	70	77	75	79	377
	00000692	73	74	81	80	75	383
	00000693	75	75	79	74	79	382
	00000694	76	82	74	76	72	380
	00000695	76	82	84	74	75	391
	00000696	77	78	87	73	78	393
	00000697	77	84	78	70	75	384
	00000698	77	75	72	74	80	378
	00000699	76	79	76	74	78	383
	00000700	83	74	74	77	85	393
	00000701	83	81	74	71	81	390
	00000702	75	76	70	75	81	377
	00000703	76	75	77	82	78	388
	00000704	75	77	76	77	75	380
	00000705	86	86	78	74	76	400
	00000706	71	76	79	73	80	379
	00000707	77	77	80	78	72	384
	00000708	81	70	77	80	69	377
	00000709	77	78	74	76	82	387
	00000710	78	78	70	77	74	377
	00000711	84	76	75	79	73	387
	00000712	73	72	78	79	76	378
	00000713	74	75	75	78	79	381
	00000714	82	84	77	79	77	399
	00000715	76	79	77	80	76	388
	00000716	72	79	76	77	77	381
	00000717	76	80	77	76	77	386
	00000718	82	78	74	74	76	384
	00000719	70	82	75	81	82	390
	00000720	74	76	77	76	74	377
	00000721	76	72	77	79	78	382
	00000722	77	79	79	70	70	375
	00000723	85	73	79	79	79	395
	00000724	77	79	81	76	77	390
	00000725	81	63	74	77	82	377
	00000726	79	71	65	80	74	369
	00000727	81	80	73	73	78	385
	00000728	77	74	78	74	77	380
	00000729	72	81	73	76	74	376
	00000730	77	84	86	71	83	401
	00000731	75	82	74	81	75	387
	00000732	79	77	75	80	69	380
	00000733	80	65	76	77	75	373
	00000734	75	78	78	75	75	381
	00000735	71	77	81	76	81	386
	00000736	72	86	75	81	75	389
	00000737	71	75	77	75	75	373
	00000738	76	82	76	79	76	389
	00000739	77	77	73	75	82	384
	00000740	83	80	78	75	71	387
	00000741	79	82	81	75	72	389
	00000742	77	75	77	76	72	377
	00000743	82	75	71	68	77	373
	00000744	81	73	67	72	78	371
	00000745	73	75	73	76	79	376
	00000746	78	75	76	78	77	384
	00000747	81	81	83	65	73	383
	00000748	73	77	73	74	86	383
	00000749	70	74	77	76	71	368
	00000750	79	81	79	81	81	401
	00000751	74	75	77	77	77	380
	00000752	77	75	73	77	79	381
	00000753	74	73	79	76	80	382
	00000754	78	75	79	81	79	392
	00000755	77	71	72	75	76	371
	00000756	77	83	72	78	77	387
	00000757	80	75	76	71	73	375
	00000758	69	75	69	71	78	362
	00000759	76	77	83	74	80	390
	00000760	77	73	80	78	73	381
	00000761	78	83	83	72	75	391
	00000762	77	80	84	77	72	390
	00000763	74	74	73	69	76	366
	00000764	75	71	71	73	84	374
	00000765	75	73	76	75	78	377
	00000766	79	75	81	74	81	390
	00000767	78	75	74	86	79	392
	00000768	77	73	87	75	75	387
	00000769	87	80	71	82	71	391
	00000770	77	75	77	81	77	387
	00000771	79	78	71	80	78	386
	00000772	80	79	81	74	74	388
	00000773	75	70	77	78	77	377
	00000774	77	77	81	79	73	387
	00000775	79	73	71	76	79	378
	00000776	81	79	74	82	78	394
	00000777	75	81	71	71	79	377
	00000778	77	74	76	73	77	377
	00000779	65	75	74	76	75	365
	00000780	72	77	76	81	75	381
	00000781	72	77	78	76	82	385
	00000782	78	84	81	77	75	395
	00000783	74	66	74	77	78	369
	00000784	80	75	77	82	76	390
	00000785	80	71	76	78	78	383
	00000786	75	79	76	76	78	384
	00000787	78	78	70	74	79	379
	00000788	77	76	76	76	77	382
	00000789	78	76	79	80	81	394
	00000790	78	70	74	84	79	385
	00000791	78	76	73	73	74	374
	00000792	80	77	77	78	75	387
	00000793	76	74	77	79	74	380
	00000794	79	72	80	79	75	385
	00000795	79	72	74	83	76	384
	00000796	71	88	75	80	75	389
	00000797	79	72	82	76	72	381
	00000798	71	77	76	77	71	372
	00000799	75	78	79	70	81	383
	00000800	83	75	75	78	77	388
	00000801	77	72	75	72	74	370
	00000802	80	86	88	80	65	399
	00000803	77	74	80	87	76	394
	00000804	81	74	78	71	83	387
	00000805	75	78	77	72	81	383
	00000806	73	63	79	72	73	360
	00000807	77	78	75	80	78	388
	00000808	80	75	78	74	71	378
	00000809	73	77	75	75	81	381
	00000810	77	76	83	76	76	388
	00000811	83	79	71	69	76	378
	00000812	79	70	75	78	77	379
	00000813	77	75	81	74	77	384
	00000814	77	78	78	77	68	378
	00000815	81	80	73	76	83	393
	00000816	81	77	73	69	76	376
	00000817	79	75	76	77	79	386
	00000818	74	74	78	77	78	381
	00000819	72	81	72	77	69	371
	00000820	77	71	79	81	68	376
