	学号		语文	数学	英语	物理	化学	总分
	00000099	79	77	72	77	76	381
	00000100	74	80	77	76	71	378
	00000101	74	71	75	66	76	362
	00000102	78	76	75	81	82	392
	00000103	88	75	77	80	75	395
	00000104	76	70	77	77	74	374
	00000105	75	75	78	73	85	386
	00000106	68	75	79	76	85	383
	00000107	75	77	78	76	76	382
	00000108	75	73	73	75	78	374
	00000109	77	75	71	76	75	374
	00000110	76	78	81	75	73	383
	00000111	85	81	73	75	77	391
	00000112	77	74	75	80	79	385
	00000113	78	77	75	79	76	385
	00000114	82	71	74	81	76	384
	00000115	78	76	73	78	76	381
	00000116	76	78	76	77	76	383
	00000117	82	84	76	75	85	402
	00000118	72	75	79	75	72	373
	00000119	77	75	80	80	77	389
	00000120	79	79	78	86	76	398
	00000121	83	74	80	75	72	384
	00000122	79	82	75	78	72	386
	00000123	73	84	76	81	78	392
	00000124	77	80	76	75	77	385
	00000125	79	78	77	75	75	384
	00000126	67	75	76	68	78	364
	00000127	76	77	68	76	69	366
	00000128	75	71	69	75	74	364
	00000129	88	73	75	74	79	389
	00000130	72	77	78	73	79	379
	00000131	75	75	76	76	80	382
	00000132	77	79	84	80	77	397
	00000133	81	76	76	82	78	393
	00000134	84	76	77	73	75	385
	00000135	71	78	74	73	73	369
	00000136	77	81	79	77	73	387
	00000137	71	74	76	77	78	376
	00000138	80	82	77	78	72	389
	00000139	84	78	72	72	79	385
	00000140	83	78	76	86	73	396
	00000141	79	78	76	80	79	392
	00000142	76	76	69	79	73	373
	00000143	73	67	79	78	73	370
	00000144	76	76	74	72	77	375
	00000145	75	84	71	79	77	386
	00000146	77	75	70	76	83	381
	00000147	75	76	74	73	79	377
	00000148	75	82	78	80	82	397
	00000149	72	80	75	77	76	380
	00000150	83	76	76	76	78	389
	00000151	80	73	75	75	74	377
	00000152	76	74	81	76	81	388
	00000153	77	80	81	72	77	387
	00000154	79	75	75	81	74	384
	00000155	74	75	76	76	77	378
	00000156	78	78	75	74	74	379
	00000157	76	76	79	82	75	388
	00000158	77	77	77	78	73	382
	00000159	72	76	78	79	79	384
	00000160	84	78	81	78	73	394
	00000161	80	73	79	76	83	391
	00000162	65	74	82	79	76	376
	00000163	78	74	79	74	74	379
	00000164	70	77	74	76	74	371
	00000165	77	76	77	69	78	377
	00000166	82	79	75	71	78	385
	00000167	78	68	86	67	77	376
	00000168	77	76	71	79	76	379
	00000169	68	77	74	77	78	374
	00000170	74	75	79	70	80	378
	00000171	85	74	76	74	84	393
	00000172	70	78	73	76	75	372
	00000173	74	76	77	78	78	383
	00000174	77	77	70	74	72	370
	00000175	71	76	71	71	82	371
	00000176	68	70	77	73	80	368
	00000177	73	84	77	79	71	384
	00000178	73	77	76	79	75	380
	00000179	78	72	77	81	77	385
	00000180	77	76	76	80	75	384
	00000181	72	80	83	81	81	397
	00000182	81	81	75	72	72	381
	00000183	82	77	77	82	75	393
	00000184	80	79	79	84	72	394
	00000185	87	78	80	76	77	398
	00000186	77	79	81	76	74	387
	00000187	80	82	76	78	77	393
	00000188	77	81	82	79	79	398
	00000189	73	78	71	80	79	381
	00000190	83	76	73	81	79	392
	00000191	78	74	78	85	74	389
	00000192	81	81	75	72	72	381
	00000193	78	88	73	75	78	392
	00000194	77	78	70	72	76	373
	00000195	75	76	70	77	76	374
	00000196	76	79	74	79	78	386
	00000197	72	81	77	65	77	372
	00000198	73	74	75	74	81	377
	00000199	82	76	70	76	78	382
	00000200	65	76	86	74	77	378
	00000201	72	82	75	77	83	389
	00000202	82	76	72	77	86	393
	00000203	78	75	77	76	77	383
	00000204	70	81	76	79	76	382
	00000205	82	77	73	76	73	381
	00000206	77	77	75	74	78	381
	00000207	76	77	75	72	85	385
	00000208	75	79	73	82	76	385
	00000209	79	79	83	72	80	393
	00000210	76	75	70	79	78	378
	00000211	77	79	71	72	80	379
	00000212	69	73	78	73	85	378
	00000213	77	76	74	72	73	372
	00000214	77	71	76	84	75	383
	00000215	74	75	61	80	70	360
	00000216	80	80	76	77	75	388
	00000217	77	79	72	76	80	384
	00000218	74	80	77	75	77	383
	00000219	75	77	74	76	74	376
	00000220	74	73	76	78	76	377
	00000221	78	78	74	76	82	388
	00000222	73	75	79	73	80	380
	00000223	79	71	78	73	71	372
	00000224	74	73	80	77	73	377
	00000225	75	77	74	76	74	376
	00000226	73	78	75	89	83	398
	00000227	82	73	76	77	78	386
	00000228	80	76	76	82	76	390
	00000229	78	81	80	79	78	396
	00000230	74	65	72	81	77	369
	00000231	75	82	77	74	79	387
	00000232	70	79	78	78	78	383
	00000233	82	74	77	84	72	389
	00000234	72	70	79	73	80	374
	00000235	81	83	80	73	74	391
	00000236	80	77	75	74	87	393
	00000237	80	81	80	80	67	388
	00000238	76	80	75	81	75	387
	00000239	79	79	76	79	75	388
	00000240	80	77	75	74	70	376
	00000241	78	76	77	85	76	392
	00000242	74	78	70	76	72	370
	00000243	80	73	76	70	74	373
	00000244	77	72	73	82	73	377
	00000245	76	85	81	70	79	391
	00000246	71	75	78	82	73	379
	00000247	77	74	80	82	78	391
	00000248	76	78	79	73	84	390
	00000249	82	77	80	79	77	395
	00000250	78	79	76	74	77	384
	00000251	74	82	77	81	78	392
	00000252	71	84	75	73	76	379
	00000253	80	71	77	85	84	397
	00000254	79	78	71	79	80	387
	00000255	76	81	77	74	83	391
	00000256	78	71	75	77	72	373
	00000257	80	73	76	79	73	381
	00000258	67	83	77	77	82	386
	00000259	91	75	75	77	81	399
	00000260	66	76	81	71	76	370
	00000261	75	80	77	82	73	387
	00000262	78	65	73	81	79	376
	00000263	72	76	77	81	75	381
	00000264	82	81	72	80	76	391
	00000265	82	76	79	79	75	391
	00000266	75	79	76	85	77	392
	00000267	75	77	76	71	71	370
	00000268	77	78	76	77	75	383
	00000269	77	75	73	79	70	374
	00000270	80	76	75	75	72	378
	00000271	77	74	82	75	82	390
	00000272	66	75	77	72	72	362
	00000273	77	69	73	78	83	380
	00000274	75	80	75	86	75	391
	00000275	71	77	86	85	84	403
	00000276	67	77	74	70	70	358
	00000277	75	79	78	75	76	383
	00000278	77	76	72	77	72	374
	00000279	79	81	76	73	77	386
	00000280	72	83	77	76	75	383
	00000281	77	80	77	73	83	390
	00000282	76	75	79	77	78	385
	00000283	71	75	72	71	76	365
	00000284	81	78	76	73	75	383
	00000285	75	77	73	77	70	372
	00000286	78	73	79	66	79	375
	00000287	74	72	74	78	75	373
	00000288	78	77	76	76	78	385
	00000289	81	77	80	73	79	390
	00000290	77	71	73	80	76	377
	00000291	82	79	76	76	79	392
	00000292	74	84	79	75	75	387
	00000293	64	89	80	78	72	383
	00000294	79	75	75	72	77	378
	00000295	77	76	80	82	78	393
	00000296	75	81	77	78	73	384
	00000297	77	80	78	76	80	391
	00000298	76	75	77	77	86	391
	00000299	77	77	76	78	69	377
	00000300	74	80	74	81	79	388
	00000301	72	78	78	76	81	385
	00000302	75	78	72	74	79	378
	00000303	75	78	77	70	79	379
	00000304	67	75	74	76	77	369
	00000305	81	78	74	80	76	389
	00000306	78	76	74	69	73	370
	00000307	84	78	73	65	74	374
	00000308	83	78	79	84	76	400
	00000309	74	78	75	78	70	375
	00000310	77	71	74	75	81	378
	00000311	74	68	79	80	78	379
	00000312	77	77	74	78	77	383
	00000313	79	79	78	79	75	390
	00000314	74	84	73	76	78	385
	00000315	79	76	77	74	72	378
	00000316	80	71	72	76	76	375
	00000317	81	88	77	72	73	391
	00000318	77	77	75	81	79	389
	00000319	80	75	69	76	76	376
	00000320	72	79	79	76	67	373
	00000321	80	79	82	71	80	392
	00000322	78	74	80	80	72	384
	00000323	86	79	79	75	76	395
	00000324	77	78	75	78	88	396
	00000325	74	76	81	79	81	391
	00000326	88	70	84	72	74	388
	00000327	72	78	81	77	84	392
	00000328	83	74	76	76	69	378
	00000329	62	78	77	87	76	380
	00000330	74	77	82	76	77	386
	00000331	74	71	77	80	77	379
	00000332	75	81	80	75	78	389
	00000333	80	77	77	81	79	394
	00000334	77	79	76	74	79	385
	00000335	75	75	77	82	78	387
	00000336	81	77	79	82	74	393
	00000337	69	72	82	77	76	376
	00000338	70	78	76	79	75	378
	00000339	76	77	85	74	76	388
	00000340	75	75	81	79	76	386
	00000341	70	78	73	71	76	368
	00000342	80	77	79	75	72	383
	00000343	78	76	75	76	76	381
	00000344	71	79	78	76	77	381
	00000345	75	76	76	77	78	382
	00000346	78	78	78	76	69	379
	00000347	78	78	77	76	73	382
	00000348	71	73	78	72	77	371
	00000349	74	71	77	83	78	383
	00000350	80	76	77	83	74	390
	00000351	71	74	76	80	73	374
	00000352	73	77	77	77	75	379
	00000353	77	74	79	78	74	382
	00000354	71	73	87	80	74	385
	00000355	74	77	75	77	78	381
	00000356	83	79	81	71	83	397
	00000357	77	81	78	78	74	388
	00000358	78	79	75	75	76	383
	00000359	76	77	77	78	80	388
	00000360	75	77	73	73	77	375
	00000361	76	77	77	76	73	379
	00000362	70	73	76	70	79	368
	00000363	74	72	72	76	74	368
	00000364	78	78	86	81	78	401
	00000365	77	78	78	77	74	384
	00000366	77	77	82	73	76	385
	00000367	80	72	76	78	78	384
	00000368	79	74	81	79	74	387
	00000369	85	71	67	78	80	381
	00000370	75	81	77	79	73	385
	00000371	75	78	78	75	78	384
	00000372	84	73	79	78	78	392
	00000373	76	73	76	82	77	384
	00000374	80	74	74	74	76	378
	00000375	80	79	75	77	76	387
	00000376	75	79	77	72	80	383
	00000377	72	73	74	82	85	386
	00000378	75	69	77	73	86	380
	00000379	77	77	71	72	72	369
	00000380	78	75	77	71	77	378
	00000381	78	78	74	77	76	383
	00000382	72	74	74	76	71	367
	00000383	72	80	73	75	75	375
	00000384	82	70	78	81	74	385
	00000385	79	81	77	78	83	398
	00000386	80	77	79	74	74	384
	00000387	77	71	77	76	84	385
	00000388	75	79	70	82	87	393
	00000389	76	75	83	72	73	379
	00000390	79	81	76	76	75	387
	00000391	74	81	76	79	80	390
	00000392	82	75	79	76	87	399
	00000393	79	78	80	73	82	392
	00000394	72	79	75	72	71	369
	00000395	70	71	78	76	79	374
	00000396	85	78	75	74	76	388
	00000397	76	75	74	68	72	365
	00000398	78	79	77	77	82	393
	00000399	75	77	69	63	80	364
	00000400	71	79	75	76	77	378
	00000401	77	76	77	76	87	393
	00000402	82	79	77	76	78	392
	00000403	76	75	79	71	76	377
	00000404	74	79	79	74	80	386
	00000405	83	79	71	77	74	384
	00000406	78	79	80	80	82	399
	00000407	76	76	74	77	78	381
	00000408	76	83	80	75	72	386
	00000409	77	85	76	75	78	391
	00000410	78	72	75	78	78	381
	00000411	81	81	75	76	76	389
	00000412	81	82	81	70	73	387
	00000413	75	86	75	77	77	390
	00000414	83	84	82	75	76	400
	00000415	80	75	76	76	76	383
	00000416	78	80	74	79	74	385
	00000417	80	76	78	78	78	390
	00000418	83	76	79	83	81	402
	00000419	76	75	75	78	72	376
	00000420	78	77	79	72	77	383
	00000421	69	77	80	78	82	386
	00000422	72	65	74	77	77	365
	00000423	77	72	74	83	76	382
	00000424	79	71	66	74	69	359
	00000425	82	78	69	76	76	381
	00000426	84	71	77	80	77	389
	00000427	86	68	76	76	79	385
	00000428	67	80	77	76	81	381
	00000429	82	80	83	75	74	394
	00000430	73	76	78	76	78	381
	00000431	78	75	79	82	75	389
	00000432	77	81	77	79	71	385
	00000433	77	74	75	73	74	373
	00000434	72	74	77	74	75	372
	00000435	76	76	82	75	73	382
	00000436	76	73	69	78	79	375
	00000437	78	74	82	75	76	385
	00000438	79	70	78	75	78	380
	00000439	76	77	81	78	77	389
	00000440	70	66	80	78	73	367
	00000441	73	75	71	80	81	380
	00000442	77	80	79	81	76	393
	00000443	71	77	75	72	76	371
	00000444	78	73	73	91	77	392
	00000445	74	79	77	74	83	387
	00000446	77	74	79	80	75	385
	00000447	81	81	75	78	76	391
	00000448	73	77	80	80	73	383
	00000449	76	79	75	80	71	381
	00000450	81	77	83	77	74	392
	00000451	77	77	78	76	76	384
	00000452	74	74	86	72	77	383
	00000453	74	73	83	80	82	392
	00000454	80	75	83	79	77	394
	00000455	72	75	83	77	72	379
	00000456	80	71	72	82	76	381
	00000457	79	82	82	78	81	402
	00000458	75	69	72	80	76	372
	00000459	78	79	76	75	80	388
	00000460	82	85	79	73	78	397
	00000461	75	78	77	77	81	388
	00000462	77	72	73	82	76	380
	00000463	76	76	73	77	82	384
	00000464	76	76	79	75	80	386
	00000465	71	73	74	76	75	369
	00000466	70	78	75	73	72	368
	00000467	76	73	71	75	72	367
	00000468	79	74	73	70	68	364
	00000469	77	72	80	70	82	381
	00000470	74	79	79	80	79	391
	00000471	69	78	73	78	77	375
	00000472	72	76	76	76	74	374
	00000473	72	72	74	77	74	369
	00000474	73	75	77	78	71	374
	00000475	76	76	82	74	66	374
	00000476	76	76	81	77	75	385
	00000477	79	78	74	75	88	394
	00000478	78	76	75	81	74	384
	00000479	71	85	80	71	74	381
	00000480	81	82	78	77	76	394
	00000481	79	73	81	75	74	382
	00000482	76	79	79	77	75	386
	00000483	77	79	74	82	75	387
	00000484	78	72	79	77	72	378
	00000485	77	75	78	77	81	388
	00000486	78	76	77	72	72	375
	00000487	81	73	75	75	78	382
	00000488	76	72	76	83	68	375
	00000489	83	83	76	84	75	401
	00000490	73	74	76	73	82	378
	00000491	77	66	78	71	71	363
	00000492	72	81	70	76	74	373
	00000493	80	74	81	79	70	384
	00000494	80	85	75	77	81	398
	00000495	85	81	71	76	76	389
	00000496	75	80	79	65	72	371
	00000497	81	71	84	74	77	387
	00000498	76	76	84	83	86	405
	00000499	77	79	75	75	75	381
	00000500	68	77	82	77	78	382
	00000501	75	77	83	75	78	388
	00000502	74	82	80	74	79	389
	00000503	67	86	74	76	77	380
	00000504	84	76	75	78	71	384
	00000505	71	76	65	76	75	363
	00000506	77	76	77	73	81	384
	00000507	72	84	74	81	77	388
	00000508	73	75	80	77	79	384
	00000509	76	73	74	81	70	374
	00000510	72	78	75	76	79	380
	00000511	74	76	84	72	80	386
	00000512	79	77	80	81	79	396
	00000513	76	75	75	78	78	382
	00000514	73	80	66	74	75	368
	00000515	81	72	76	73	75	377
	00000516	78	66	71	82	72	369
	00000517	80	78	77	78	78	391
	00000518	73	74	76	73	85	381
	00000519	74	71	71	75	79	370
	00000520	67	76	79	74	78	374
	00000521	79	72	75	74	75	375
	00000522	75	76	70	75	73	369
	00000523	74	78	76	77	78	383
	00000524	79	77	81	80	77	394
	00000525	76	74	80	77	81	388
	00000526	76	78	73	75	78	380
	00000527	77	74	82	76	75	384
	00000528	79	83	79	69	77	387
	00000529	75	77	75	82	75	384
	00000530	80	81	76	73	73	383
	00000531	74	80	78	72	76	380
	00000532	79	80	77	82	75	393
	00000533	72	78	77	85	80	392
	00000534	81	73	75	76	79	384
	00000535	83	75	79	68	83	388
	00000536	75	68	83	82	80	388
	00000537	87	77	72	69	75	380
	00000538	76	78	78	78	72	382
	00000539	72	80	75	80	89	396
	00000540	74	78	78	80	85	395
	00000541	80	74	79	80	75	388
	00000542	69	78	79	83	73	382
	00000543	79	86	81	73	75	394
	00000544	73	75	81	75	80	384
	00000545	75	72	70	75	76	368
	00000546	78	75	79	78	79	389
	00000547	75	74	82	80	77	388
	00000548	81	80	78	73	80	392
	00000549	79	77	75	69	77	377
	00000550	86	75	76	77	77	391
	00000551	78	78	76	82	73	387
	00000552	76	78	79	76	77	386
	00000553	82	74	86	76	76	394
	00000554	76	75	81	74	72	378
	00000555	76	79	77	79	79	390
	00000556	80	72	75	77	78	382
	00000557	75	85	84	78	78	400
	00000558	80	79	83	77	78	397
	00000559	78	75	76	72	74	375
	00000560	71	74	77	74	70	366
	00000561	72	78	77	80	71	378
	00000562	73	81	76	77	70	377
	00000563	69	75	77	75	75	371
	00000564	77	77	81	76	80	391
	00000565	75	78	68	69	75	365
	00000566	79	69	77	70	76	371
	00000567	76	81	77	77	81	392
	00000568	82	72	65	79	73	371
	00000569	71	79	73	76	81	380
	00000570	82	69	72	77	71	371
	00000571	75	75	74	76	79	379
	00000572	78	80	75	82	78	393
	00000573	78	74	68	79	75	374
	00000574	71	76	77	75	76	375
	00000575	77	82	73	76	76	384
	00000576	79	77	78	84	75	393
	00000577	71	74	78	77	84	384
	00000578	85	73	78	80	82	398
	00000579	74	79	79	80	80	392
	00000580	80	81	74	63	73	371
	00000581	76	75	76	73	72	372
	00000582	71	71	78	76	79	375
	00000583	78	78	78	78	75	387
	00000584	84	78	77	77	78	394
	00000585	75	78	75	66	73	367
	00000586	71	77	72	79	73	372
	00000587	78	77	75	80	73	383
	00000588	74	68	75	76	80	373
	00000589	75	76	78	79	71	379
	00000590	80	74	76	80	81	391
	00000591	79	85	74	79	77	394
	00000592	78	79	76	80	83	396
	00000593	81	78	79	78	77	393
	00000594	74	74	66	78	74	366
	00000595	75	77	75	87	77	391
	00000596	74	70	77	77	81	379
	00000597	77	70	79	80	75	381
	00000598	78	78	81	76	78	391
	00000599	77	76	76	72	76	377
	00000600	76	77	83	75	86	397
	00000601	70	72	75	81	71	369
	00000602	78	82	82	74	78	394
	00000603	73	77	75	75	87	387
	00000604	76	83	74	76	75	384
	00000605	74	81	73	77	75	380
	00000606	77	71	78	78	78	382
	00000607	79	77	77	77	76	386
	00000608	77	71	79	77	75	379
	00000609	71	77	78	76	76	378
	00000610	81	76	81	67	76	381
	00000611	77	80	78	84	75	394
	00000612	71	75	78	79	79	382
	00000613	79	71	75	78	75	378
	00000614	74	78	77	83	82	394
	00000615	82	75	73	73	74	377
	00000616	76	77	86	79	77	395
	00000617	77	72	76	74	75	374
	00000618	73	77	82	78	77	387
	00000619	74	79	70	76	81	380
	00000620	76	69	78	79	76	378
	00000621	79	77	77	83	79	395
	00000622	81	83	75	85	75	399
	00000623	77	73	79	73	72	374
	00000624	77	78	72	73	75	375
	00000625	75	74	74	75	75	373
	00000626	78	78	80	76	75	387
	00000627	79	80	81	80	80	400
	00000628	75	79	76	74	84	388
	00000629	77	78	73	75	76	379
	00000630	69	73	72	73	78	365
	00000631	74	75	77	72	75	373
	00000632	77	82	81	71	75	386
	00000633	75	70	70	75	76	366
	00000634	74	72	82	70	83	381
	00000635	78	78	75	87	77	395
	00000636	73	73	78	73	75	372
	00000637	65	74	76	76	69	360
	00000638	76	74	77	67	76	370
	00000639	74	72	71	74	76	367
	00000640	81	78	73	79	77	388
	00000641	75	82	72	75	84	388
	00000642	75	72	74	78	72	371
	00000643	76	81	80	74	77	388
	00000644	76	71	77	72	80	376
	00000645	74	81	80	78	76	389
	00000646	74	81	79	78	71	383
	00000647	74	78	83	81	79	395
	00000648	81	74	73	76	77	381
	00000649	78	77	78	84	77	394
	00000650	75	77	82	79	69	382
	00000651	72	74	64	76	78	364
	00000652	77	77	77	77	77	385
	00000653	73	75	73	71	73	365
	00000654	72	83	73	79	77	384
	00000655	74	77	82	71	76	380
	00000656	78	76	71	88	72	385
	00000657	77	78	79	73	76	383
	00000658	73	69	69	75	78	364
	00000659	77	78	77	75	71	378
	00000660	81	76	81	73	78	389
	00000661	75	77	79	76	71	378
	00000662	72	78	78	85	75	388
	00000663	74	88	68	74	72	376
	00000664	75	77	76	77	75	380
	00000665	69	76	74	79	79	377
	00000666	79	79	74	77	76	385
	00000667	83	76	76	70	79	384
	00000668	87	81	74	75	77	394
	00000669	77	77	78	85	76	393
	00000670	76	69	74	73	75	367
	00000671	75	77	80	75	69	376
	00000672	77	83	74	74	72	380
	00000673	77	75	83	76	80	391
	00000674	81	73	75	82	82	393
	00000675	79	72	70	74	79	374
	00000676	77	71	75	82	79	384
	00000677	78	75	76	76	71	376
	00000678	76	76	73	72	79	376
	00000679	78	72	77	76	76	379
	00000680	75	75	76	85	79	390
	00000681	78	70	77	79	76	380
	00000682	73	79	71	78	76	377
	00000683	78	77	76	77	73	381
	00000684	75	85	71	75	73	379
	00000685	83	72	77	77	72	381
	00000686	76	75	81	83	84	399
	00000687	76	80	73	81	81	391
	00000688	82	80	75	79	67	383
	00000689	84	69	78	75	83	389
	00000690	84	80	81	79	78	402
	00000691	76	76	77	78	76	383
	00000692	72	68	69	76	81	366
	00000693	79	72	78	86	71	386
	00000694	80	75	77	77	73	382
	00000695	78	75	79	76	77	385
	00000696	79	73	76	74	84	386
	00000697	72	78	73	77	78	378
	00000698	72	77	80	70	77	376
	00000699	86	81	78	75	75	395
	00000700	78	73	81	75	66	373
	00000701	72	77	74	74	75	372
	00000702	80	63	79	81	76	379
	00000703	76	78	80	77	78	389
	00000704	78	79	71	77	75	380
	00000705	80	76	77	73	78	384
	00000706	78	78	72	78	73	379
	00000707	77	75	76	75	72	375
	00000708	71	76	76	76	77	376
	00000709	72	74	78	71	74	369
	00000710	79	73	78	75	78	383
	00000711	82	77	72	76	78	385
	00000712	75	77	76	80	76	384
	00000713	89	77	77	78	76	397
	00000714	73	66	70	81	70	360
	00000715	72	75	75	70	81	373
	00000716	80	76	77	73	75	381
	00000717	75	72	78	77	79	381
	00000718	76	76	72	76	70	370
	00000719	81	77	77	72	77	384
	00000720	74	78	78	77	84	391
	00000721	77	75	76	74	77	379
	00000722	75	78	80	73	69	375
	00000723	70	87	79	76	74	386
	00000724	71	75	75	76	75	372
	00000725	77	78	74	82	76	387
	00000726	80	78	79	79	77	393
	00000727	83	77	74	78	82	394
	00000728	76	77	76	81	79	389
	00000729	79	78	77	75	77	386
	00000730	80	77	76	74	77	384
	00000731	78	75	80	80	79	392
	00000732	77	75	84	77	80	393
	00000733	79	81	79	68	76	383
	00000734	78	73	78	70	71	370
	00000735	73	75	76	82	77	383
	00000736	76	82	73	71	86	388
	00000737	72	65	80	68	75	360
	00000738	73	73	75	79	78	378
	00000739	75	77	77	70	87	386
	00000740	77	78	75	76	80	386
	00000741	79	76	78	81	79	393
	00000742	78	71	75	80	72	376
	00000743	76	78	76	80	76	386
	00000744	72	76	74	91	75	388
	00000745	76	82	77	73	66	374
	00000746	78	72	75	74	78	377
	00000747	76	77	66	76	72	367
	00000748	80	79	78	71	73	381
	00000749	63	74	75	83	73	368
	00000750	76	82	88	76	76	398
	00000751	78	72	78	82	76	386
	00000752	75	75	77	79	69	375
	00000753	78	83	83	81	72	397
	00000754	78	69	75	79	81	382
	00000755	75	80	89	75	67	386
	00000756	77	74	78	78	79	386
	00000757	86	74	82	78	73	393
	00000758	71	88	79	74	79	391
	00000759	75	73	78	72	76	374
	00000760	88	77	76	75	76	392
	00000761	84	73	76	79	74	386
	00000762	77	73	75	76	85	386
	00000763	75	80	76	85	73	389
	00000764	86	77	73	70	78	384
	00000765	74	77	73	76	73	373
	00000766	85	78	80	72	80	395
	00000767	75	76	75	79	78	383
	00000768	71	79	77	73	68	368
	00000769	83	72	75	74	76	380
	00000770	86	76	77	76	78	393
	00000771	77	75	76	82	76	386
	00000772	77	74	78	76	71	376
	00000773	77	77	75	80	82	391
	00000774	70	72	75	82	77	376
	00000775	75	77	75	75	82	384
	00000776	74	78	91	78	78	399
	00000777	76	76	71	77	77	377
	00000778	80	76	79	82	83	400
	00000779	77	77	72	72	80	378
	00000780	80	72	76	76	75	379
	00000781	72	83	80	77	75	387
	00000782	76	77	77	89	77	396
	00000783	74	80	77	84	70	385
	00000784	73	76	73	76	76	374
	00000785	77	79	72	78	82	388
	00000786	72	78	73	77	69	369
	00000787	82	78	73	75	79	387
	00000788	77	77	72	76	73	375
	00000789	77	76	76	76	73	378
	00000790	74	72	78	86	84	394
	00000791	68	80	71	74	76	369
	00000792	67	77	79	74	74	371
	00000793	73	73	79	69	75	369
	00000794	73	72	74	76	79	374
	00000795	83	76	71	75	85	390
	00000796	75	75	81	78	82	391
	00000797	80	78	76	73	78	385
	00000798	76	80	77	77	77	387
	00000799	73	80	74	76	74	377
	00000800	73	77	73	70	75	368
	00000801	76	78	72	82	72	380
	00000802	74	77	76	76	70	373
	00000803	80	78	74	74	83	389
	00000804	74	72	73	70	73	362
	00000805	77	75	78	78	72	380
	00000806	74	71	75	78	77	375
	00000807	78	75	83	77	82	395
	00000808	79	72	72	75	83	381
	00000809	72	77	79	83	75	386
	00000810	72	82	73	78	74	379
	00000811	78	88	79	67	84	396
	00000812	73	78	78	75	75	379
	00000813	78	69	85	79	68	379
	00000814	77	76	76	81	75	385
	00000815	83	74	80	71	77	385
	00000816	76	80	81	86	80	403
	00000817	86	76	75	79	80	396
	00000818	75	82	74	77	79	387
	00000819	82	73	79	77	69	380
	00000820	71	76	74	80	75	376
